	File accession_x	File format_x	File type_x	Output type_x	Experiment accession_x	Assay_x	Biosample term id_x	Biosample term name	Biosample type_x	Biosample organism	Library made from_x	Experiment date released_x	Project_x	Biological replicate(s)_x	Derived from_x	Size_x	Lab_x	md5sum_x	File download URL_x	Assembly_x	File Status_x	s3_uri_x	File accession_y	File format_y	File type_y	Output type_y	Experiment accession_y	Assay_y	Biosample term id_y	Biosample type_y	Experiment target_y	Library made from_y	Experiment date released_y	Project_y	Biological replicate(s)_y	Mapped read length_y	Derived from_y	Size_y	Lab_y	md5sum_y	File download URL_y	Assembly_y	File Status_y	s3_uri_y
6273	ENCFF862FLN	bam	bam	alignments	ENCSR000EOJ	DNase-seq	CL:0002553	fibroblast of lung	primary cell	Homo sapiens	DNA	2010-12-16	ENCODE	1	ENCFF679CGM	11336913508	ENCODE Processing Pipeline	e528fa68baeb445868bd8199f1dace7f	https://www.encodeproject.org/files/ENCFF862FLN/@@download/ENCFF862FLN.bam	hg19	released	s3://encode-public/2017/09/06/26714430-a844-427f-95da-d4c8048478de/ENCFF862FLN.bam	ENCFF377BNX	bam	bam	alignments	ENCSR000AMR	ChIP-seq	CL:0002553	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	2	36.0	ENCFF000CRS, ENCFF807MUK	348207907	ENCODE Processing Pipeline	860b273a4d7c2a5dfe520d66e394f9c8	https://www.encodeproject.org/files/ENCFF377BNX/@@download/ENCFF377BNX.bam	hg19	released	s3://encode-public/2017/10/26/d129216f-bdce-45a1-92b3-18d3107b0e37/ENCFF377BNX.bam
6274	ENCFF862FLN	bam	bam	alignments	ENCSR000EOJ	DNase-seq	CL:0002553	fibroblast of lung	primary cell	Homo sapiens	DNA	2010-12-16	ENCODE	1	ENCFF679CGM	11336913508	ENCODE Processing Pipeline	e528fa68baeb445868bd8199f1dace7f	https://www.encodeproject.org/files/ENCFF862FLN/@@download/ENCFF862FLN.bam	hg19	released	s3://encode-public/2017/09/06/26714430-a844-427f-95da-d4c8048478de/ENCFF862FLN.bam	ENCFF066AQB	bam	bam	alignments	ENCSR000AMR	ChIP-seq	CL:0002553	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	1	36.0	ENCFF000CRV, ENCFF807MUK	261858946	ENCODE Processing Pipeline	f3660a76a8ffa2913649af4ec88371cb	https://www.encodeproject.org/files/ENCFF066AQB/@@download/ENCFF066AQB.bam	hg19	released	s3://encode-public/2017/10/26/52cc87bc-3085-4563-8160-ad4a93dff3c2/ENCFF066AQB.bam
6279	ENCFF671XQD	bam	bam	alignments	ENCSR000EOJ	DNase-seq	CL:0002553	fibroblast of lung	primary cell	Homo sapiens	DNA	2010-12-16	ENCODE	2	ENCFF668FYW	1472639349	ENCODE Processing Pipeline	9dfc97d4f25ca3192179e7203e608d64	https://www.encodeproject.org/files/ENCFF671XQD/@@download/ENCFF671XQD.bam	hg19	released	s3://encode-public/2017/09/06/73b9f387-adef-486d-9e64-3f7d9aeaf17f/ENCFF671XQD.bam	ENCFF377BNX	bam	bam	alignments	ENCSR000AMR	ChIP-seq	CL:0002553	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	2	36.0	ENCFF000CRS, ENCFF807MUK	348207907	ENCODE Processing Pipeline	860b273a4d7c2a5dfe520d66e394f9c8	https://www.encodeproject.org/files/ENCFF377BNX/@@download/ENCFF377BNX.bam	hg19	released	s3://encode-public/2017/10/26/d129216f-bdce-45a1-92b3-18d3107b0e37/ENCFF377BNX.bam
6280	ENCFF671XQD	bam	bam	alignments	ENCSR000EOJ	DNase-seq	CL:0002553	fibroblast of lung	primary cell	Homo sapiens	DNA	2010-12-16	ENCODE	2	ENCFF668FYW	1472639349	ENCODE Processing Pipeline	9dfc97d4f25ca3192179e7203e608d64	https://www.encodeproject.org/files/ENCFF671XQD/@@download/ENCFF671XQD.bam	hg19	released	s3://encode-public/2017/09/06/73b9f387-adef-486d-9e64-3f7d9aeaf17f/ENCFF671XQD.bam	ENCFF066AQB	bam	bam	alignments	ENCSR000AMR	ChIP-seq	CL:0002553	primary cell	H3K27ac-human	DNA	2011-02-10	ENCODE	1	36.0	ENCFF000CRV, ENCFF807MUK	261858946	ENCODE Processing Pipeline	f3660a76a8ffa2913649af4ec88371cb	https://www.encodeproject.org/files/ENCFF066AQB/@@download/ENCFF066AQB.bam	hg19	released	s3://encode-public/2017/10/26/52cc87bc-3085-4563-8160-ad4a93dff3c2/ENCFF066AQB.bam
6314	ENCFF409IVR	bam	bam	alignments	ENCSR019JDO	DNase-seq	EFO:0005719	Karpas-422	cell line	Homo sapiens	DNA	2015-11-05	ENCODE	1	ENCFF889ZST	16957716293	ENCODE Processing Pipeline	4e4ba514da71eb36b7fb83ce11c52305	https://www.encodeproject.org/files/ENCFF409IVR/@@download/ENCFF409IVR.bam	hg19	released	s3://encode-public/2017/09/19/382bc0cd-29e8-41b2-a090-f22feaebdbc9/ENCFF409IVR.bam	ENCFF119ZDZ	bam	bam	alignments	ENCSR660IQS	ChIP-seq	EFO:0005719	cell line	H3K27ac-human	DNA	2014-07-11	ENCODE	1	37.0	ENCFF002BES, ENCFF807MUK	1217110716	ENCODE Processing Pipeline	12d53cf93a660bbcee5660ba7c61859c	https://www.encodeproject.org/files/ENCFF119ZDZ/@@download/ENCFF119ZDZ.bam	hg19	released	s3://encode-public/2016/11/15/299b3c0f-a6ce-4e72-be4e-c20ddba0bf5c/ENCFF119ZDZ.bam
6316	ENCFF409IVR	bam	bam	alignments	ENCSR019JDO	DNase-seq	EFO:0005719	Karpas-422	cell line	Homo sapiens	DNA	2015-11-05	ENCODE	1	ENCFF889ZST	16957716293	ENCODE Processing Pipeline	4e4ba514da71eb36b7fb83ce11c52305	https://www.encodeproject.org/files/ENCFF409IVR/@@download/ENCFF409IVR.bam	hg19	released	s3://encode-public/2017/09/19/382bc0cd-29e8-41b2-a090-f22feaebdbc9/ENCFF409IVR.bam	ENCFF671FAG	bam	bam	alignments	ENCSR660IQS	ChIP-seq	EFO:0005719	cell line	H3K27ac-human	DNA	2014-07-11	ENCODE	2	36.0	ENCFF033EKA, ENCFF807MUK	806612283	ENCODE Processing Pipeline	ef0c6a52b220ac1d5181b4efd5be7958	https://www.encodeproject.org/files/ENCFF671FAG/@@download/ENCFF671FAG.bam	hg19	released	s3://encode-public/2016/11/15/572123cb-98c6-4561-aa46-1caee5217a12/ENCFF671FAG.bam
6318	ENCFF129BYR	bam	bam	alignments	ENCSR019JDO	DNase-seq	EFO:0005719	Karpas-422	cell line	Homo sapiens	DNA	2015-11-05	ENCODE	2	ENCFF844SDA	8013500159	ENCODE Processing Pipeline	9f2e4582183c8fb80120904d626e376b	https://www.encodeproject.org/files/ENCFF129BYR/@@download/ENCFF129BYR.bam	hg19	released	s3://encode-public/2017/09/19/7743a53c-0c70-4e57-8d4e-8c2ead8b2a99/ENCFF129BYR.bam	ENCFF119ZDZ	bam	bam	alignments	ENCSR660IQS	ChIP-seq	EFO:0005719	cell line	H3K27ac-human	DNA	2014-07-11	ENCODE	1	37.0	ENCFF002BES, ENCFF807MUK	1217110716	ENCODE Processing Pipeline	12d53cf93a660bbcee5660ba7c61859c	https://www.encodeproject.org/files/ENCFF119ZDZ/@@download/ENCFF119ZDZ.bam	hg19	released	s3://encode-public/2016/11/15/299b3c0f-a6ce-4e72-be4e-c20ddba0bf5c/ENCFF119ZDZ.bam
6320	ENCFF129BYR	bam	bam	alignments	ENCSR019JDO	DNase-seq	EFO:0005719	Karpas-422	cell line	Homo sapiens	DNA	2015-11-05	ENCODE	2	ENCFF844SDA	8013500159	ENCODE Processing Pipeline	9f2e4582183c8fb80120904d626e376b	https://www.encodeproject.org/files/ENCFF129BYR/@@download/ENCFF129BYR.bam	hg19	released	s3://encode-public/2017/09/19/7743a53c-0c70-4e57-8d4e-8c2ead8b2a99/ENCFF129BYR.bam	ENCFF671FAG	bam	bam	alignments	ENCSR660IQS	ChIP-seq	EFO:0005719	cell line	H3K27ac-human	DNA	2014-07-11	ENCODE	2	36.0	ENCFF033EKA, ENCFF807MUK	806612283	ENCODE Processing Pipeline	ef0c6a52b220ac1d5181b4efd5be7958	https://www.encodeproject.org/files/ENCFF671FAG/@@download/ENCFF671FAG.bam	hg19	released	s3://encode-public/2016/11/15/572123cb-98c6-4561-aa46-1caee5217a12/ENCFF671FAG.bam
6353	ENCFF906KZN	bam	bam	alignments	ENCSR489NAM	DNase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens	DNA	2015-08-31	ENCODE	1	ENCFF037NAS	10799120841	ENCODE Processing Pipeline	2a661507b5f1f2572255095c33925db3	https://www.encodeproject.org/files/ENCFF906KZN/@@download/ENCFF906KZN.bam	hg19	released	s3://encode-public/2017/09/10/82a8159b-bc4f-4431-9c8b-7c444629697b/ENCFF906KZN.bam	ENCFF549QTQ	bam	bam	alignments	ENCSR447ZGY	ChIP-seq	EFO:0006711	cell line	H3K27ac-human	DNA	2014-07-11	ENCODE	2	36.0	ENCFF002ATK, ENCFF807MUK	782424134	ENCODE Processing Pipeline	ebf88d9d62973409096bec71397a8648	https://www.encodeproject.org/files/ENCFF549QTQ/@@download/ENCFF549QTQ.bam	hg19	released	s3://encode-public/2016/11/18/89b4a63f-db8a-43e4-a279-191112f493f4/ENCFF549QTQ.bam
6355	ENCFF906KZN	bam	bam	alignments	ENCSR489NAM	DNase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens	DNA	2015-08-31	ENCODE	1	ENCFF037NAS	10799120841	ENCODE Processing Pipeline	2a661507b5f1f2572255095c33925db3	https://www.encodeproject.org/files/ENCFF906KZN/@@download/ENCFF906KZN.bam	hg19	released	s3://encode-public/2017/09/10/82a8159b-bc4f-4431-9c8b-7c444629697b/ENCFF906KZN.bam	ENCFF093GVO	bam	bam	alignments	ENCSR447ZGY	ChIP-seq	EFO:0006711	cell line	H3K27ac-human	DNA	2014-07-11	ENCODE	1	36.0	ENCFF002BBG, ENCFF524KGJ, ENCFF558WXW, ENCFF807MUK, ENCFF822DBR	680947262	ENCODE Processing Pipeline	b10f09681b4651c3f521fa1d6e4e82bb	https://www.encodeproject.org/files/ENCFF093GVO/@@download/ENCFF093GVO.bam	hg19	released	s3://encode-public/2016/12/05/c9828807-9045-4c4b-a302-ba0087f3aebd/ENCFF093GVO.bam
6357	ENCFF133BSL	bam	bam	alignments	ENCSR489NAM	DNase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens	DNA	2015-08-31	ENCODE	2	ENCFF859XWR	8469423538	ENCODE Processing Pipeline	5478ad2aa4c527354ad37cd1bbf67e7e	https://www.encodeproject.org/files/ENCFF133BSL/@@download/ENCFF133BSL.bam	hg19	released	s3://encode-public/2017/09/10/37ff14dc-d5c5-4bd5-aca6-ce772c1d15d9/ENCFF133BSL.bam	ENCFF549QTQ	bam	bam	alignments	ENCSR447ZGY	ChIP-seq	EFO:0006711	cell line	H3K27ac-human	DNA	2014-07-11	ENCODE	2	36.0	ENCFF002ATK, ENCFF807MUK	782424134	ENCODE Processing Pipeline	ebf88d9d62973409096bec71397a8648	https://www.encodeproject.org/files/ENCFF549QTQ/@@download/ENCFF549QTQ.bam	hg19	released	s3://encode-public/2016/11/18/89b4a63f-db8a-43e4-a279-191112f493f4/ENCFF549QTQ.bam
6359	ENCFF133BSL	bam	bam	alignments	ENCSR489NAM	DNase-seq	EFO:0006711	OCI-LY7	cell line	Homo sapiens	DNA	2015-08-31	ENCODE	2	ENCFF859XWR	8469423538	ENCODE Processing Pipeline	5478ad2aa4c527354ad37cd1bbf67e7e	https://www.encodeproject.org/files/ENCFF133BSL/@@download/ENCFF133BSL.bam	hg19	released	s3://encode-public/2017/09/10/37ff14dc-d5c5-4bd5-aca6-ce772c1d15d9/ENCFF133BSL.bam	ENCFF093GVO	bam	bam	alignments	ENCSR447ZGY	ChIP-seq	EFO:0006711	cell line	H3K27ac-human	DNA	2014-07-11	ENCODE	1	36.0	ENCFF002BBG, ENCFF524KGJ, ENCFF558WXW, ENCFF807MUK, ENCFF822DBR	680947262	ENCODE Processing Pipeline	b10f09681b4651c3f521fa1d6e4e82bb	https://www.encodeproject.org/files/ENCFF093GVO/@@download/ENCFF093GVO.bam	hg19	released	s3://encode-public/2016/12/05/c9828807-9045-4c4b-a302-ba0087f3aebd/ENCFF093GVO.bam
6401	ENCFF869UXS	bam	bam	alignments	ENCSR000EKP	DNase-seq	EFO:0002067	K562	cell line	Homo sapiens	DNA	2012-08-28	ENCODE	1	ENCFF414UYV, ENCFF451JVY, ENCFF496PNM	15601576807	ENCODE Processing Pipeline	0fae27a3d53f00fd4007e19ef6a4fb37	https://www.encodeproject.org/files/ENCFF869UXS/@@download/ENCFF869UXS.bam	hg19	released	s3://encode-public/2017/10/05/5e40ab7f-17a9-4c0c-9571-c8e7196fc610/ENCFF869UXS.bam	ENCFF070PWH	bam	bam	alignments	ENCSR000AKP	ChIP-seq	EFO:0002067	cell line	H3K27ac-human	DNA	2011-02-10	ENCODE	2	36.0	ENCFF000BXG, ENCFF807MUK	190976426	ENCODE Processing Pipeline	b5b4bd278130b89c70d9373747bf1921	https://www.encodeproject.org/files/ENCFF070PWH/@@download/ENCFF070PWH.bam	hg19	released	s3://encode-public/2017/04/04/7f8389d0-9fa7-4dc8-864a-6a618eadec1f/ENCFF070PWH.bam
6402	ENCFF869UXS	bam	bam	alignments	ENCSR000EKP	DNase-seq	EFO:0002067	K562	cell line	Homo sapiens	DNA	2012-08-28	ENCODE	1	ENCFF414UYV, ENCFF451JVY, ENCFF496PNM	15601576807	ENCODE Processing Pipeline	0fae27a3d53f00fd4007e19ef6a4fb37	https://www.encodeproject.org/files/ENCFF869UXS/@@download/ENCFF869UXS.bam	hg19	released	s3://encode-public/2017/10/05/5e40ab7f-17a9-4c0c-9571-c8e7196fc610/ENCFF869UXS.bam	ENCFF384ZZM	bam	bam	alignments	ENCSR000AKP	ChIP-seq	EFO:0002067	cell line	H3K27ac-human	DNA	2011-02-10	ENCODE	1	36.0	ENCFF000BXH, ENCFF807MUK	415543935	ENCODE Processing Pipeline	9f80a7ff00e7b5493d69fa6d9f256aa1	https://www.encodeproject.org/files/ENCFF384ZZM/@@download/ENCFF384ZZM.bam	hg19	released	s3://encode-public/2017/04/04/d4bf1b79-72e3-4474-897a-b4379e840580/ENCFF384ZZM.bam
6431	ENCFF826DJP	bam	bam	alignments	ENCSR000EKS	DNase-seq	EFO:0002067	K562	cell line	Homo sapiens	DNA	2011-04-19	ENCODE	1	ENCFF445IJB, ENCFF793QVV, ENCFF892YSD	12712274854	ENCODE Processing Pipeline	c47741c585676948f1d72ea0ad763137	https://www.encodeproject.org/files/ENCFF826DJP/@@download/ENCFF826DJP.bam	hg19	released	s3://encode-public/2017/10/04/f384afc3-907c-434d-acb8-b8210ca886ac/ENCFF826DJP.bam	ENCFF070PWH	bam	bam	alignments	ENCSR000AKP	ChIP-seq	EFO:0002067	cell line	H3K27ac-human	DNA	2011-02-10	ENCODE	2	36.0	ENCFF000BXG, ENCFF807MUK	190976426	ENCODE Processing Pipeline	b5b4bd278130b89c70d9373747bf1921	https://www.encodeproject.org/files/ENCFF070PWH/@@download/ENCFF070PWH.bam	hg19	released	s3://encode-public/2017/04/04/7f8389d0-9fa7-4dc8-864a-6a618eadec1f/ENCFF070PWH.bam
6432	ENCFF826DJP	bam	bam	alignments	ENCSR000EKS	DNase-seq	EFO:0002067	K562	cell line	Homo sapiens	DNA	2011-04-19	ENCODE	1	ENCFF445IJB, ENCFF793QVV, ENCFF892YSD	12712274854	ENCODE Processing Pipeline	c47741c585676948f1d72ea0ad763137	https://www.encodeproject.org/files/ENCFF826DJP/@@download/ENCFF826DJP.bam	hg19	released	s3://encode-public/2017/10/04/f384afc3-907c-434d-acb8-b8210ca886ac/ENCFF826DJP.bam	ENCFF384ZZM	bam	bam	alignments	ENCSR000AKP	ChIP-seq	EFO:0002067	cell line	H3K27ac-human	DNA	2011-02-10	ENCODE	1	36.0	ENCFF000BXH, ENCFF807MUK	415543935	ENCODE Processing Pipeline	9f80a7ff00e7b5493d69fa6d9f256aa1	https://www.encodeproject.org/files/ENCFF384ZZM/@@download/ENCFF384ZZM.bam	hg19	released	s3://encode-public/2017/04/04/d4bf1b79-72e3-4474-897a-b4379e840580/ENCFF384ZZM.bam
6473	ENCFF420RVK	bam	bam	alignments	ENCSR000EKQ	DNase-seq	EFO:0002067	K562	cell line	Homo sapiens	DNA	2012-08-28	ENCODE	1	ENCFF159RED, ENCFF179GFN, ENCFF779QXC	15644915643	ENCODE Processing Pipeline	d4f8a38b1fc014d2d132153389239187	https://www.encodeproject.org/files/ENCFF420RVK/@@download/ENCFF420RVK.bam	hg19	released	s3://encode-public/2017/10/06/d133e800-1bb0-4ebf-a893-4b4369d918a9/ENCFF420RVK.bam	ENCFF070PWH	bam	bam	alignments	ENCSR000AKP	ChIP-seq	EFO:0002067	cell line	H3K27ac-human	DNA	2011-02-10	ENCODE	2	36.0	ENCFF000BXG, ENCFF807MUK	190976426	ENCODE Processing Pipeline	b5b4bd278130b89c70d9373747bf1921	https://www.encodeproject.org/files/ENCFF070PWH/@@download/ENCFF070PWH.bam	hg19	released	s3://encode-public/2017/04/04/7f8389d0-9fa7-4dc8-864a-6a618eadec1f/ENCFF070PWH.bam
6474	ENCFF420RVK	bam	bam	alignments	ENCSR000EKQ	DNase-seq	EFO:0002067	K562	cell line	Homo sapiens	DNA	2012-08-28	ENCODE	1	ENCFF159RED, ENCFF179GFN, ENCFF779QXC	15644915643	ENCODE Processing Pipeline	d4f8a38b1fc014d2d132153389239187	https://www.encodeproject.org/files/ENCFF420RVK/@@download/ENCFF420RVK.bam	hg19	released	s3://encode-public/2017/10/06/d133e800-1bb0-4ebf-a893-4b4369d918a9/ENCFF420RVK.bam	ENCFF384ZZM	bam	bam	alignments	ENCSR000AKP	ChIP-seq	EFO:0002067	cell line	H3K27ac-human	DNA	2011-02-10	ENCODE	1	36.0	ENCFF000BXH, ENCFF807MUK	415543935	ENCODE Processing Pipeline	9f80a7ff00e7b5493d69fa6d9f256aa1	https://www.encodeproject.org/files/ENCFF384ZZM/@@download/ENCFF384ZZM.bam	hg19	released	s3://encode-public/2017/04/04/d4bf1b79-72e3-4474-897a-b4379e840580/ENCFF384ZZM.bam
6526	ENCFF535CKI	bam	bam	alignments	ENCSR000EOP	DNase-seq	CL:0002372	myotube	in vitro differentiated cells	Homo sapiens	DNA	2011-10-19	ENCODE	1	ENCFF718SNV	1384593522	ENCODE Processing Pipeline	d6dc90f66dfcd7e08011ea3f7c76a0fc	https://www.encodeproject.org/files/ENCFF535CKI/@@download/ENCFF535CKI.bam	hg19	released	s3://encode-public/2017/09/05/087b7643-3b80-413a-a4ab-57e13e34dc7b/ENCFF535CKI.bam	ENCFF852BKE	bam	bam	alignments	ENCSR000ANV	ChIP-seq	CL:0002372	in vitro differentiated cells	H3K27ac-human	DNA	2011-02-10	ENCODE	2	36.0	ENCFF000BOU, ENCFF807MUK	260022829	ENCODE Processing Pipeline	f554397e4790ba21bafbca1687154984	https://www.encodeproject.org/files/ENCFF852BKE/@@download/ENCFF852BKE.bam	hg19	released	s3://encode-public/2017/04/04/fd2257ef-bbba-45be-85e3-7b986d3d1a8e/ENCFF852BKE.bam
6528	ENCFF535CKI	bam	bam	alignments	ENCSR000EOP	DNase-seq	CL:0002372	myotube	in vitro differentiated cells	Homo sapiens	DNA	2011-10-19	ENCODE	1	ENCFF718SNV	1384593522	ENCODE Processing Pipeline	d6dc90f66dfcd7e08011ea3f7c76a0fc	https://www.encodeproject.org/files/ENCFF535CKI/@@download/ENCFF535CKI.bam	hg19	released	s3://encode-public/2017/09/05/087b7643-3b80-413a-a4ab-57e13e34dc7b/ENCFF535CKI.bam	ENCFF455ITO	bam	bam	alignments	ENCSR000ANV	ChIP-seq	CL:0002372	in vitro differentiated cells	H3K27ac-human	DNA	2011-02-10	ENCODE	1	36.0	ENCFF000BOT, ENCFF807MUK	292996619	ENCODE Processing Pipeline	6de2b594ec71de5fbfdcbf9716bae5b1	https://www.encodeproject.org/files/ENCFF455ITO/@@download/ENCFF455ITO.bam	hg19	released	s3://encode-public/2017/04/04/c83225a1-9ae9-4c02-82dc-6ac875294d2f/ENCFF455ITO.bam
6532	ENCFF080PCQ	bam	bam	alignments	ENCSR000EOP	DNase-seq	CL:0002372	myotube	in vitro differentiated cells	Homo sapiens	DNA	2011-10-19	ENCODE	2	ENCFF645NVZ	1249141292	ENCODE Processing Pipeline	528a4466e4689e856f6b256e9c5fa94e	https://www.encodeproject.org/files/ENCFF080PCQ/@@download/ENCFF080PCQ.bam	hg19	released	s3://encode-public/2017/09/05/58e306db-715b-46eb-a652-cecc8c470602/ENCFF080PCQ.bam	ENCFF852BKE	bam	bam	alignments	ENCSR000ANV	ChIP-seq	CL:0002372	in vitro differentiated cells	H3K27ac-human	DNA	2011-02-10	ENCODE	2	36.0	ENCFF000BOU, ENCFF807MUK	260022829	ENCODE Processing Pipeline	f554397e4790ba21bafbca1687154984	https://www.encodeproject.org/files/ENCFF852BKE/@@download/ENCFF852BKE.bam	hg19	released	s3://encode-public/2017/04/04/fd2257ef-bbba-45be-85e3-7b986d3d1a8e/ENCFF852BKE.bam
6534	ENCFF080PCQ	bam	bam	alignments	ENCSR000EOP	DNase-seq	CL:0002372	myotube	in vitro differentiated cells	Homo sapiens	DNA	2011-10-19	ENCODE	2	ENCFF645NVZ	1249141292	ENCODE Processing Pipeline	528a4466e4689e856f6b256e9c5fa94e	https://www.encodeproject.org/files/ENCFF080PCQ/@@download/ENCFF080PCQ.bam	hg19	released	s3://encode-public/2017/09/05/58e306db-715b-46eb-a652-cecc8c470602/ENCFF080PCQ.bam	ENCFF455ITO	bam	bam	alignments	ENCSR000ANV	ChIP-seq	CL:0002372	in vitro differentiated cells	H3K27ac-human	DNA	2011-02-10	ENCODE	1	36.0	ENCFF000BOT, ENCFF807MUK	292996619	ENCODE Processing Pipeline	6de2b594ec71de5fbfdcbf9716bae5b1	https://www.encodeproject.org/files/ENCFF455ITO/@@download/ENCFF455ITO.bam	hg19	released	s3://encode-public/2017/04/04/c83225a1-9ae9-4c02-82dc-6ac875294d2f/ENCFF455ITO.bam
6569	ENCFF582CHJ	bam	bam	alignments	ENCSR626RVD	DNase-seq	CL:0000103	bipolar neuron	in vitro differentiated cells	Homo sapiens	DNA	2016-05-10	ENCODE	1	ENCFF628VHI	9580892403	ENCODE Processing Pipeline	a11f0a9a81d52d72db2717c8c1ac5a36	https://www.encodeproject.org/files/ENCFF582CHJ/@@download/ENCFF582CHJ.bam	hg19	released	s3://encode-public/2017/09/10/928732e4-4db4-438d-b1cb-0d34edaac28b/ENCFF582CHJ.bam	ENCFF492XPT	bam	bam	alignments	ENCSR905TYC	ChIP-seq	CL:0000103	in vitro differentiated cells	H3K27ac-human	DNA	2016-05-04	ENCODE	1	76.0	ENCFF214IZX, ENCFF792DKM, ENCFF807MUK	5576066585	ENCODE Processing Pipeline	f2d191a7df86bb4d35d4b90745d23d62	https://www.encodeproject.org/files/ENCFF492XPT/@@download/ENCFF492XPT.bam	hg19	released	s3://encode-public/2016/10/19/d56711dc-f757-46ca-8d33-d49e2cd85fd3/ENCFF492XPT.bam
6570	ENCFF582CHJ	bam	bam	alignments	ENCSR626RVD	DNase-seq	CL:0000103	bipolar neuron	in vitro differentiated cells	Homo sapiens	DNA	2016-05-10	ENCODE	1	ENCFF628VHI	9580892403	ENCODE Processing Pipeline	a11f0a9a81d52d72db2717c8c1ac5a36	https://www.encodeproject.org/files/ENCFF582CHJ/@@download/ENCFF582CHJ.bam	hg19	released	s3://encode-public/2017/09/10/928732e4-4db4-438d-b1cb-0d34edaac28b/ENCFF582CHJ.bam	ENCFF940AWR	bam	bam	alignments	ENCSR905TYC	ChIP-seq	CL:0000103	in vitro differentiated cells	H3K27ac-human	DNA	2016-05-04	ENCODE	2	76.0	ENCFF479PGG, ENCFF807MUK, ENCFF988WZZ	3223467878	ENCODE Processing Pipeline	e00e77912647da66e7f3b8c0ede30d73	https://www.encodeproject.org/files/ENCFF940AWR/@@download/ENCFF940AWR.bam	hg19	released	s3://encode-public/2016/10/19/4ecb1f8b-3f32-40e5-9e59-378564dcb5ae/ENCFF940AWR.bam
6573	ENCFF394MKQ	bam	bam	alignments	ENCSR626RVD	DNase-seq	CL:0000103	bipolar neuron	in vitro differentiated cells	Homo sapiens	DNA	2016-05-10	ENCODE	2	ENCFF918MRP	10588144688	ENCODE Processing Pipeline	e8fba77aceb27b0354f80b7d2c051d90	https://www.encodeproject.org/files/ENCFF394MKQ/@@download/ENCFF394MKQ.bam	hg19	released	s3://encode-public/2017/09/10/33792b55-81c7-4326-b62e-630beb7ae561/ENCFF394MKQ.bam	ENCFF492XPT	bam	bam	alignments	ENCSR905TYC	ChIP-seq	CL:0000103	in vitro differentiated cells	H3K27ac-human	DNA	2016-05-04	ENCODE	1	76.0	ENCFF214IZX, ENCFF792DKM, ENCFF807MUK	5576066585	ENCODE Processing Pipeline	f2d191a7df86bb4d35d4b90745d23d62	https://www.encodeproject.org/files/ENCFF492XPT/@@download/ENCFF492XPT.bam	hg19	released	s3://encode-public/2016/10/19/d56711dc-f757-46ca-8d33-d49e2cd85fd3/ENCFF492XPT.bam
6574	ENCFF394MKQ	bam	bam	alignments	ENCSR626RVD	DNase-seq	CL:0000103	bipolar neuron	in vitro differentiated cells	Homo sapiens	DNA	2016-05-10	ENCODE	2	ENCFF918MRP	10588144688	ENCODE Processing Pipeline	e8fba77aceb27b0354f80b7d2c051d90	https://www.encodeproject.org/files/ENCFF394MKQ/@@download/ENCFF394MKQ.bam	hg19	released	s3://encode-public/2017/09/10/33792b55-81c7-4326-b62e-630beb7ae561/ENCFF394MKQ.bam	ENCFF940AWR	bam	bam	alignments	ENCSR905TYC	ChIP-seq	CL:0000103	in vitro differentiated cells	H3K27ac-human	DNA	2016-05-04	ENCODE	2	76.0	ENCFF479PGG, ENCFF807MUK, ENCFF988WZZ	3223467878	ENCODE Processing Pipeline	e00e77912647da66e7f3b8c0ede30d73	https://www.encodeproject.org/files/ENCFF940AWR/@@download/ENCFF940AWR.bam	hg19	released	s3://encode-public/2016/10/19/4ecb1f8b-3f32-40e5-9e59-378564dcb5ae/ENCFF940AWR.bam
6586	ENCFF208ILP	bam	bam	alignments	ENCSR944JCE	DNase-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens	DNA	2017-11-01	ENCODE	1	ENCFF657FKF	8692372051	ENCODE Processing Pipeline	5120c6f66cb2f2bf1554190bd1da1c03	https://www.encodeproject.org/files/ENCFF208ILP/@@download/ENCFF208ILP.bam	hg19	released	s3://encode-public/2017/09/19/9d1fc060-a350-47b1-ac54-9ed5ef4a1a3b/ENCFF208ILP.bam	ENCFF925IAZ	bam	bam	alignments	ENCSR095YMD	ChIP-seq	UBERON:0004648	tissue	H3K27ac-human	DNA	2016-11-03	ENCODE	1	76.0	ENCFF512DRA, ENCFF807MUK, ENCFF907WMK	1312480573	ENCODE Processing Pipeline	f5a754a3cb2fd43ba927c241660c8426	https://www.encodeproject.org/files/ENCFF925IAZ/@@download/ENCFF925IAZ.bam	hg19	released	s3://encode-public/2016/10/31/315f19aa-c1a1-40be-a91a-2648f35b28cb/ENCFF925IAZ.bam
